name,price,description,stock,sku,category,tag,weight,dimension,scraping_method
Togekiss,158.0,It shares many blessings with people who respect one another’s rights and avoid needless strife.,208 in stock,7955,"Jubilee, Pokemon","Jubilee, Serene Grace, togekiss",83.8 kg,4 x 4 x 4 cm,Selenium
Yanmega,121.0,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,35 in stock,6798,"Ogre Darner, Pokemon","Ogre Darner, Tinted Lens, yanmega",113.5 kg,6 x 6 x 6 cm,Selenium
Leafeon,93.0,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",295 in stock,2585,"Pokemon, Verdant","Leaf Guard, leafeon, Verdant",56.2 kg,3 x 3 x 3 cm,Selenium
Glaceon,142.0,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.,27 in stock,1234,"Fresh Snow, Pokemon","Fresh Snow, glaceon, Snow Cloak",57.1 kg,2 x 2 x 2 cm,Selenium
Gliscor,28.0,Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest.,60 in stock,4537,"Fang Scorpion, Pokemon","Fang Scorpion, gliscor, Sand Veil",93.7 kg,6 x 6 x 6 cm,Selenium
Mamoswine,104.0,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,284 in stock,6994,"Pokemon, Twin Tusk","mamoswine, Oblivious, Twin Tusk",641.5 kg,8 x 8 x 8 cm,Selenium
Gallade,149.0,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",271 in stock,8023,"Blade, Pokemon","Blade, gallade, Steadfast",114.6 kg,5 x 5 x 5 cm,Selenium
Probopass,181.0,It freely controls three small units called Mini-Noses using magnetic force.,141 in stock,9871,"Compass, Pokemon","Compass, probopass, Sturdy",749.6 kg,4 x 4 x 4 cm,Selenium
Dusknoir,158.0,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,171 in stock,1866,"Gripper, Pokemon","dusknoir, Gripper, Pressure",235 kg,7 x 7 x 7 cm,Selenium
Froslass,86.0,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.,67 in stock,1920,"Pokemon, Snow Land","froslass, Snow Cloak, Snow Land",58.6 kg,4 x 4 x 4 cm,Selenium
Rotom,42.0,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,208 in stock,3751,"Plasma, Pokemon","Levitate, Plasma, rotom",0.7 kg,1 x 1 x 1 cm,Selenium
Uxie,200.0,It is said that its emergence gave humans the intelligence to improve their quality of life.,138 in stock,9949,"Knowledge, Pokemon","Knowledge, Levitate, uxie",0.7 kg,1 x 1 x 1 cm,Selenium
Mesprit,25.0,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.,152 in stock,3231,"Emotion, Pokemon","Emotion, Levitate, mesprit",0.7 kg,1 x 1 x 1 cm,Selenium
Azelf,32.0,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.",233 in stock,2350,"Pokemon, Willpower","azelf, Levitate, Willpower",0.7 kg,1 x 1 x 1 cm,Selenium
Dialga,179.0,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,104 in stock,5942,"Pokemon, Temporal","dialga, Pressure, Temporal",1505.8 kg,17 x 17 x 17 cm,Selenium
Palkia,151.0,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,54 in stock,7745,"Pokemon, Spatial","palkia, Pressure, Spatial",740.8 kg,13 x 13 x 13 cm,Selenium
Heatran,142.0,"Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.",120 in stock,3485,"Lava Dome, Pokemon","Flash Fire, heatran, Lava Dome",948 kg,5 x 5 x 5 cm,Selenium
Regigigas,77.0,There is an enduring legend that states this Pokémon towed continents with ropes.,226 in stock,7091,"Colossal, Pokemon","Colossal, regigigas, Slow Start",925.9 kg,12 x 12 x 12 cm,Selenium
Cresselia,34.0,Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.,16 in stock,9194,"Lunar, Pokemon","cresselia, Levitate, Lunar",188.7 kg,4 x 4 x 4 cm,Selenium
Phione,155.0,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.",245 in stock,9776,"Pokemon, Sea Drifter","Hydration, phione, Sea Drifter",6.8 kg,1 x 1 x 1 cm,Selenium
Manaphy,74.0,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.,186 in stock,6259,"Pokemon, Seafaring","Hydration, manaphy, Seafaring",3.1 kg,1 x 1 x 1 cm,Selenium
Darkrai,59.0,It can lull people to sleep and make them dream. It is active during nights of the new moon.,223 in stock,9841,"Pitch-Black, Pokemon","Bad Dreams, darkrai, Pitch-Black",111.3 kg,4 x 4 x 4 cm,Selenium
Arceus,53.0,It is told in mythology that this Pokémon was born before the universe even existed.,72 in stock,1626,"Alpha, Pokemon","Alpha, arceus, Multitype",705.5 kg,10 x 10 x 10 cm,Selenium
Victini,109.0,"When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.",174 in stock,1260,"Pokemon, Victory","victini, Victory, Victory Star",8.8 kg,1 x 1 x 1 cm,Selenium
Snivy,102.0,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",47 in stock,6745,"Grass Snake, Pokemon","Grass Snake, Overgrow, snivy",17.9 kg,2 x 2 x 2 cm,Selenium
Servine,154.0,"When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.",82 in stock,3149,"Grass Snake, Pokemon","Grass Snake, Overgrow, servine",35.3 kg,2 x 2 x 2 cm,Selenium
Serperior,88.0,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,164 in stock,8781,"Pokemon, Regal","Overgrow, Regal, serperior",138.9 kg,10 x 10 x 10 cm,Selenium
Tepig,195.0,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.",66 in stock,3764,"Fire Pig, Pokemon","Blaze, Fire Pig, tepig",21.8 kg,1 x 1 x 1 cm,Selenium
Pignite,149.0,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",151 in stock,5631,"Fire Pig, Pokemon","Blaze, Fire Pig, pignite",122.4 kg,3 x 3 x 3 cm,Selenium
Emboar,32.0,It has mastered fast and powerful fighting moves. It grows a beard of fire.,258 in stock,1657,"Mega Fire Pig, Pokemon","Blaze, emboar, Mega Fire Pig",330.7 kg,5 x 5 x 5 cm,Selenium
Oshawott,194.0,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",157 in stock,5544,"Pokemon, Sea Otter","oshawott, Sea Otter, Torrent",13 kg,1 x 1 x 1 cm,Selenium
Dewott,57.0,"As a result of strict training, each Dewott learns different forms for using the scalchops.",141 in stock,9988,"Discipline, Pokemon","dewott, Discipline, Torrent",54 kg,2 x 2 x 2 cm,Selenium
Samurott,106.0,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,279 in stock,7758,"Formidable, Pokemon","Formidable, samurott, Torrent",208.6 kg,4 x 4 x 4 cm,Selenium
Patrat,116.0,"Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.",294 in stock,2903,"Pokemon, Scout","Keen Eye, patrat, Scout",25.6 kg,1 x 1 x 1 cm,Selenium
Watchog,141.0,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",294 in stock,1555,"Lookout, Pokemon","Keen Eye, Lookout, watchog",59.5 kg,3 x 3 x 3 cm,Selenium
Lillipup,28.0,"Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle.",29 in stock,9237,"Pokemon, Puppy","lillipup, Pickup, Puppy",9 kg,1 x 1 x 1 cm,Selenium
Herdier,164.0,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.",227 in stock,9141,"Loyal Dog, Pokemon","herdier, Intimidate, Loyal Dog",32.4 kg,2 x 2 x 2 cm,Selenium
Stoutland,37.0,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.,80 in stock,6800,"Big-Hearted, Pokemon","Big-Hearted, Intimidate, stoutland",134.5 kg,3 x 3 x 3 cm,Selenium
Purrloin,167.0,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.",270 in stock,5704,"Devious, Pokemon","Devious, Limber, purrloin",22.3 kg,1 x 1 x 1 cm,Selenium
Liepard,104.0,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.",32 in stock,5653,"Cruel, Pokemon","Cruel, liepard, Limber",82.7 kg,3 x 3 x 3 cm,Selenium
Pansage,197.0,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,195 in stock,6206,"Grass Monkey, Pokemon","Gluttony, Grass Monkey, pansage",23.1 kg,2 x 2 x 2 cm,Selenium
Simisage,98.0,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",286 in stock,5701,"Pokemon, Thorn Monkey","Gluttony, simisage, Thorn Monkey",67.2 kg,3 x 3 x 3 cm,Selenium
Pansear,194.0,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,247 in stock,1740,"High Temp, Pokemon","Gluttony, High Temp, pansear",24.3 kg,2 x 2 x 2 cm,Selenium
Simisear,38.0,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.",140 in stock,5199,"Ember, Pokemon","Ember, Gluttony, simisear",61.7 kg,3 x 3 x 3 cm,Selenium
Panpour,52.0,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,271 in stock,4106,"Pokemon, Spray","Gluttony, panpour, Spray",29.8 kg,2 x 2 x 2 cm,Selenium
Simipour,61.0,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.",101 in stock,9367,"Geyser, Pokemon","Geyser, Gluttony, simipour",63.9 kg,3 x 3 x 3 cm,Selenium
Munna,172.0,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist.",278 in stock,1674,"Dream Eater, Pokemon","Dream Eater, munna, Synchronize",51.4 kg,2 x 2 x 2 cm,Selenium
Musharna,58.0,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.,98 in stock,1769,"Drowsing, Pokemon","Drowsing, musharna, Synchronize",133.4 kg,3 x 3 x 3 cm,Selenium
Pidove,172.0,These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.,290 in stock,5830,"Pokemon, Tiny Pigeon","pidove, Super Luck, Tiny Pigeon",4.6 kg,1 x 1 x 1 cm,Selenium
Tranquill,199.0,"No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer.",295 in stock,2552,"Pokemon, Wild Pigeon","Super Luck, tranquill, Wild Pigeon",33.1 kg,2 x 2 x 2 cm,Selenium
Unfezant,135.0,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.,51 in stock,1545,"Pokemon, Proud","Proud, Super Luck, unfezant",63.9 kg,3 x 3 x 3 cm,Selenium
Zebstrika,138.0,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",137 in stock,7777,"Pokemon, Thunderbolt","Lightning Rod, Thunderbolt, zebstrika",175.3 kg,5 x 5 x 5 cm,Selenium
Roggenrola,41.0,They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.,96 in stock,7561,"Mantle, Pokemon","Mantle, roggenrola, Sturdy",39.7 kg,1 x 1 x 1 cm,Selenium
Boldore,76.0,"When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right.",278 in stock,1970,"Ore, Pokemon","boldore, Ore, Sturdy",224.9 kg,2 x 2 x 2 cm,Selenium
Gigalith,67.0,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,18 in stock,7277,"Compressed, Pokemon","Compressed, gigalith, Sturdy",573.2 kg,5 x 5 x 5 cm,Selenium
Woobat,27.0,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.,289 in stock,5333,"Bat, Pokemon","Bat, Unaware, woobat",4.6 kg,1 x 1 x 1 cm,Selenium
Swoobat,49.0,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.,109 in stock,6207,"Courting, Pokemon","Courting, swoobat, Unaware",23.1 kg,2 x 2 x 2 cm,Selenium
Drilbur,132.0,"By spinning its body, it can dig straight through the ground at a speed of 30 mph.",171 in stock,4925,"Mole, Pokemon","drilbur, Mole, Sand Rush",18.7 kg,1 x 1 x 1 cm,Selenium
Excadrill,36.0,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels.",49 in stock,7949,"Pokemon, Subterrene","excadrill, Sand Rush, Subterrene",89.1 kg,2 x 2 x 2 cm,Selenium
Audino,95.0,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.",109 in stock,5659,"Hearing, Pokemon","audino, Healer, Hearing",68.3 kg,3 x 3 x 3 cm,Selenium
Timburr,194.0,"Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs.",150 in stock,2178,"Muscular, Pokemon","Guts, Muscular, timburr",27.6 kg,2 x 2 x 2 cm,Selenium
Gurdurr,179.0,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,105 in stock,8012,"Muscular, Pokemon","gurdurr, Guts, Muscular",88.2 kg,3 x 3 x 3 cm,Selenium
Conkeldurr,72.0,"Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete.",251 in stock,3386,"Muscular, Pokemon","conkeldurr, Guts, Muscular",191.8 kg,4 x 4 x 4 cm,Selenium
Palpitoad,117.0,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents.",36 in stock,8017,"Pokemon, Vibration","Hydration, palpitoad, Vibration",37.5 kg,2 x 2 x 2 cm,Selenium
Seismitoad,90.0,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,252 in stock,4146,"Pokemon, Vibration","seismitoad, Swift Swim, Vibration",136.7 kg,4 x 4 x 4 cm,Selenium
Throh,43.0,"When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger.",195 in stock,3948,"Judo, Pokemon","Guts, Judo, throh",122.4 kg,4 x 4 x 4 cm,Selenium
Sawk,129.0,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.,95 in stock,6499,"Karate, Pokemon","Inner Focus, Karate, sawk",112.4 kg,4 x 4 x 4 cm,Selenium
Sewaddle,40.0,"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.",137 in stock,4022,"Pokemon, Sewing","sewaddle, Sewing, Swarm",5.5 kg,1 x 1 x 1 cm,Selenium
Swadloon,107.0,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.",176 in stock,9505,"Leaf-Wrapped, Pokemon","Chlorophyll, Leaf-Wrapped, swadloon",16.1 kg,1 x 1 x 1 cm,Selenium
Leavanny,130.0,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,203 in stock,5048,"Nurturing, Pokemon","leavanny, Nurturing, Swarm",45.2 kg,3 x 3 x 3 cm,Selenium
Venipede,87.0,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.",243 in stock,4582,"Centipede, Pokemon","Centipede, Swarm, venipede",11.7 kg,1 x 1 x 1 cm,Selenium
Whirlipede,84.0,"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent.",170 in stock,6342,"Curlipede, Pokemon","Curlipede, Swarm, whirlipede",129 kg,3 x 3 x 3 cm,Selenium
Scolipede,153.0,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",28 in stock,7491,"Megapede, Pokemon","Megapede, scolipede, Swarm",442 kg,8 x 8 x 8 cm,Selenium
Cottonee,77.0,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud.",139 in stock,3946,"Cotton Puff, Pokemon","Cotton Puff, cottonee, Prankster",1.3 kg,1 x 1 x 1 cm,Selenium
Whimsicott,26.0,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.",30 in stock,6481,"Pokemon, Windveiled","Prankster, whimsicott, Windveiled",14.6 kg,2 x 2 x 2 cm,Selenium
Petilil,118.0,"Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants.",109 in stock,3773,"Bulb, Pokemon","Bulb, Chlorophyll, petilil",14.6 kg,1 x 1 x 1 cm,Selenium
